<http://data.doremus.org/performance/9d47960b-2693-310f-ad23-fda2ed36f466>;13420.ttl;Orchestre Philharmonique de Radio France - Myung-Whun Chung;25/04/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/7728c0a1-7562-36da-b399-f7b2ddbea81a>;0983800.ttl;Orchestre Philharmonique de Radio France, Myung-Whun Chung;16/03/2012;
;;;;
<http://data.doremus.org/performance/9d47960b-2693-310f-ad23-fda2ed36f466>;13420.ttl;Orchestre Philharmonique de Radio France - Myung-Whun Chung;25/04/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/0b5a2ca0-74ca-37a9-b2d4-cb6509de81c9>;1016854.ttl;Orchestre Philharmonique de Radio France, Myung-Whun Chung;11/04/2014;
;;;;
<http://data.doremus.org/performance/31327ea0-8dfc-3d1c-9c81-5ed8b0e90a26>;15288.ttl;Orchestre Philharmonique de Radio France;21/04/2016;Similarit̩ :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>;0956005.ttl;Orchestre Philharmonique de Radio France;07/01/2011;
;;;;
<http://data.doremus.org/performance/5bbadc2f-e0ef-384e-a0c2-f8ac02e93caf>;13408.ttl;Orchestre Philharmonique de Radio France - Myung-Whun Chung;11/04/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/7728c0a1-7562-36da-b399-f7b2ddbea81a>;0983800.ttl;Orchestre Philharmonique de Radio France, Myung-Whun Chung;16/03/2012;
;;;;
<http://data.doremus.org/performance/c77e4979-36f7-3969-919c-5ac4f18fecd3>;14120.ttl;Chamber Orchestra of Europe;28/05/2015;Similarit̩ :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>;0240336.ttl;Chamber orchestra of Europe;13/04/1997;
;;;;
<http://data.doremus.org/performance/c77e4979-36f7-3969-919c-5ac4f18fecd3>;14120.ttl;Chamber Orchestra of Europe;28/05/2015;Similarit̩ :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>;0241240.ttl;Chamber orchestra of Europe;29/04/1998;
;;;;
<http://data.doremus.org/performance/c77e4979-36f7-3969-919c-5ac4f18fecd3>;14120.ttl;Chamber Orchestra of Europe;28/05/2015;Similarit̩ :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>;0241078.ttl;Chamber orchestra of Europe;14/06/1997;
;;;;
<http://data.doremus.org/performance/18474840-a76f-35d0-bcd1-ed45f7d09ba6>;13169.ttl;Les Dissonances - David Grimal ;01/03/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/7966c253-0cd2-39a7-bd27-21a34e5a75fa>;1062228.ttl;Les Dissonances, David Grimal;30/01/2017;
;;;;
<http://data.doremus.org/performance/18474840-a76f-35d0-bcd1-ed45f7d09ba6>;13169.ttl;Les Dissonances - David Grimal ;01/03/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/4280cb11-94bb-3fd2-827c-4adcff8d8fd7>;1023315.ttl;Les Dissonances, David Grimal;21/10/2014;
;;;;
<http://data.doremus.org/performance/18474840-a76f-35d0-bcd1-ed45f7d09ba6>;13169.ttl;Les Dissonances - David Grimal ;01/03/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/850618f8-2702-33f6-a43a-5c85c4c29c65>;1033088.ttl;Les Dissonances. David Grimal;01/04/2015;
;;;;
<http://data.doremus.org/performance/18474840-a76f-35d0-bcd1-ed45f7d09ba6>;13169.ttl;Les Dissonances - David Grimal ;01/03/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/1386ad04-a768-3b93-af13-980357c76121>;1040876.ttl;Les Dissonances : David Grimal;06/10/2015;
;;;;
<http://data.doremus.org/performance/18474840-a76f-35d0-bcd1-ed45f7d09ba6>;13169.ttl;Les Dissonances - David Grimal ;01/03/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/8ae7da6a-8728-39ac-bf83-13e2157c200c>;1030927.ttl;Les Dissonances, David Grimal;09/02/2015;
;;;;
<http://data.doremus.org/performance/17f948eb-bac1-3895-9884-8bb418a6fed5>;13187.ttl;Les Dissonances - David Grimal;25/05/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/7966c253-0cd2-39a7-bd27-21a34e5a75fa>;1062228.ttl;Les Dissonances, David Grimal;30/01/2017;
;;;;
<http://data.doremus.org/performance/17f948eb-bac1-3895-9884-8bb418a6fed5>;13187.ttl;Les Dissonances - David Grimal;25/05/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/4280cb11-94bb-3fd2-827c-4adcff8d8fd7>;1023315.ttl;Les Dissonances, David Grimal;21/10/2014;
;;;;
<http://data.doremus.org/performance/17f948eb-bac1-3895-9884-8bb418a6fed5>;13187.ttl;Les Dissonances - David Grimal;25/05/2014;Similarit̩ :1.0
<http://data.doremus.org/performance/850618f8-2702-33f6-a43a-5c85c4c29c65>;1033088.ttl;Les Dissonances. David Grimal;01/04/2015;
;;;;
