<http://data.doremus.org/performance/2faf8de4-800d-3630-9144-aac838be03aa>;0953738.ttl;Orchestre Philharmonique de Radio France. Alan Gilbert. Yvonne Naef;27/11/2010;
;;;;
<http://data.doremus.org/performance/1a9e0eef-4e15-3880-8424-35a4b86154cf>;10561.ttl;Carl Craig presents Tribe;10/09/2009;SimilaritÃ© :0.6915
<http://data.doremus.org/performance/e2e1b0e5-608c-384e-bb28-65f2667cddd4>;0919695.ttl;Jazz Ã  la Villette. Carl Craig presents Tribe;10/09/2009;
;;;;
<http://data.doremus.org/performance/8069101d-cdf5-3264-b574-78f47a345a68>;10693.ttl;3 Decades of EinstÃ¼rzende Neubauten;16/11/2010;SimilaritÃ© :0.749
<http://data.doremus.org/performance/8bb8bd1a-5657-3f59-9437-5deba03b0bdc>;0952911.ttl;3 Decades of EinstÃ¼rzende Neubauten. First Night of Celebration;16/11/2010;
;;;;
<http://data.doremus.org/performance/c9b4f91f-dcad-344c-bea6-41191386cce2>;11282.ttl;Abraham Inc feat. David Krakauer, Fred Wesley & SoCalled ;04/09/2010;SimilaritÃ© :0.792
<http://data.doremus.org/performance/7608dce7-69d9-3e9c-b7e7-3371d772ace2>;0948470.ttl;Jazz Ã  la Villette. Abraham Inc feat. David Krakauer, Fred Wesley & SoCalled;04/09/2010;
;;;;
<http://data.doremus.org/performance/d45056c5-e3bb-3a39-aa33-cb85385281e5>;10546.ttl;Ron Carter Foursight Quartet;03/09/2009;SimilaritÃ© :0.7090000000000001
<http://data.doremus.org/performance/daf1b3ce-0cce-3356-ab09-db9698f35f31>;0919012.ttl;Jazz Ã  la Villette. Ron Carter Foursight Quartet;03/09/2009;
;;;;
<http://data.doremus.org/performance/593ddc21-6f8e-310a-9175-e30264f853b1>;10110.ttl;Tenzin GÃ¶npo / Yungchen Lhamo;14/02/2010;SimilaritÃ© :0.6665
<http://data.doremus.org/performance/56c9583a-68f5-3b76-b11b-5beb8756024d>;0934234.ttl;RÃ©sistances. Tibet. Tenzin GÃ¶npo, Yungchen Lhamo;14/02/2010;
;;;;
<http://data.doremus.org/performance/b05820e9-59aa-3da3-897b-5aa8355a4507>;11069.ttl;LeÃ§on de musique par Menahem Pressler : InterprÃ©ter Mozart et Chopin;20/03/2011;SimilaritÃ© :0.7945
<http://data.doremus.org/performance/7582efd4-8fa2-367e-9a41-db3f4b21f1a9>;0961895.ttl;LeÃ§on de musique. InterprÃ©ter Mozart et Chopin.;20/03/2011;
;;;;
<http://data.doremus.org/performance/61139dd1-43b4-3f9c-9983-2c4f61c6dbed>;11083.ttl;Les Arts Florissants - Le Jardin de Monsieur Lully;07/06/2011;SimilaritÃ© :0.628
<http://data.doremus.org/performance/8a75afa9-f282-3e8c-9466-d0c923b303ac>;0967509.ttl;5e biennale d'art vocal. Le jardin de Monsieur Lully;07/06/2011;
;;;;
<http://data.doremus.org/performance/e5a10d70-26fa-3d57-b0ae-7f7cadb0e6af>;10952.ttl;Orchestre Philharmonique de Radio France - Lionel Bringuier - Nelson Freire;08/04/2011;SimilaritÃ© :0.8420000000000001
<http://data.doremus.org/performance/5cd25d41-ce2e-3e74-9eba-833b15a9d9b3>;0963902.ttl;Orchestre Philharmonique de Radio France. Nelson Freire;08/04/2011;
;;;;
<http://data.doremus.org/performance/1912e75a-52f5-3b9c-a878-6da0a83acbda>;6674.ttl;Avishai Cohen;28/06/2010;SimilaritÃ© :0.79
<http://data.doremus.org/performance/77c7bfa8-0778-3e59-b1f2-b00efaeb023c>;0943463.ttl;Avishai Cohen & guests;28/06/2010;
;;;;
<http://data.doremus.org/performance/367b2cff-bfc0-3ed2-9a6c-3a65ba487665>;10681.ttl;Deutsche Radio Philharmonie SaarbrÃ¼cken-Kaiserslautern;13/10/2010;SimilaritÃ© :0.6275
<http://data.doremus.org/performance/bdb83e48-ce80-3906-8f18-0688ac90de4e>;0949836.ttl;LÃ©nine, Staline et la musique. Gennady Rozhdestvensky, Deutsche Radio Philharmonie SaarbrÃ¼cken-Kaiserslautern;13/10/2010;
;;;;
<http://data.doremus.org/performance/4487ad8e-11e7-3a85-a1d3-c8a2a7b70bbc>;5535.ttl;Versus: Carl Craig / Les SiÃ¨cles;18/10/2008;SimilaritÃ© :0.8174999999999999
<http://data.doremus.org/performance/6d34def0-984b-36f9-9896-d12eda9c56d8>;0922413.ttl;Versus. Carl Craig;18/10/2008;
;;;;
